title	description	dataset_identifier	disease	authors	created	modified	accessed	landing_page	access_page	format	conforms_to	license	geography	apollo_location_code	iso_3166	iso_3166_1	iso_3166_1_alpha_3	apollo_enabled	on_olympus	population_required	iri
"Weekly Avian Influenza Reports of Hong Kong SAR (China), 2013-2017"	"This website with data contains data about Avian Influenza Report (2013-2017,weekly), Health population suvey (2003-2004, 2005-2006) in Hong Kong in PDF format. Spatial coverage is country, and spatial resolution is states, municipality, region, province. Open access."	MIDAS-ISG:WS-000167	null	Center for Health Protection	null	null	null	http://www.chp.gov.hk/en/guideline1_year/29/134.html	null	PDF	null	null	Hong Kong SAR (China)	7399	HK	null	null	null	null	Influenza A virus in China	http://www.pitt.edu/obc/IDE_0000002149
"Weekly Data on Infectious Diseases in Liberia, 2017"	"This website with data contains data about summary of immediately reportable diseases, conditions, and events by county in Liberia in 2017 in PDF format. Spatial coverage is country, and spatial resolution is country, county. Temporal coverage is 2017, and temporal resolution is weekly. Open access."	MIDAS-ISG:WS-000210	null	Ministry of Health of Liberia	null	null	null	http://moh.gov.lr/category/annual-report/	null	PDF	null	null	Liberia	1130	LR	null	null	null	null	Zaire ebolavirus in Liberia	http://www.pitt.edu/obc/IDE_0000000101
"Weekly Data on Notifiable Infectious Diseases in Bosnia and Herzegovina, 2014-2017"	"This website with data contains data about weekly incidences of influenza in Bosnia and Herzegovina from 2014 to 2017 year in PDF format. Spatial coverage is country, and spatial resolution is county. Temporal coverage is 2014-2017, and temporal resolution is weekly. Open access."	MIDAS-ISG:WS-000060	null	"Institute for Public Health, Government of Bosnia and Herzegovina"	null	null	null	http://www.zzjzfbih.ba/tjedni-izvjestaj-arhiva/	null	PDF	null	null	Bosnia and Herzegovina	4980	BA	null	null	null	null	Influenza virus in Bosnia and Herzegovina	http://www.pitt.edu/obc/IDE_0000002064
"Weekly Epidemiological Bulletin in Network of Carlos III Health Institute of Spain, 2008-2017"	"This website with data contains data about reportable infectious diseases in Spain from 2008 to 2017 in PDF format. Spatial coverage is country, and spatial resolution is community. Temporal coverage is 2008-2017, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000423	null	"Health Institute Carlos III, National Epidemiology Centre"	null	null	null	http://www.isciii.es/ISCIII/es/contenidos/fd-servicios-cientifico-tecnicos/fd-vigilancias-alertas/fd-boletines/boletin-epidemiologico-semanal-red.shtml	null	PDF	null	null	Spain	4978	ES	null	null	null	null	Influenza virus in Spain	http://www.pitt.edu/obc/IDE_0000002114
Weekly Epidemiological Bulletins in Colombia	This website with data contains data about weekly epidemiological bulletins from Colombia at province or country level with a weekly temporal resolution from 2006 to 2017 in PDF format in Spanish. Open access.	MIDAS-ISG:WS-000098	null	INS (National Institute of Health) in Colombia	null	null	null	http://www.ins.gov.co/buscador-eventos/Paginas/Vista-Boletin-Epidemilogico.aspx	null	PDF	null	null	Colombia	5076	CO	null	null	null	null	Chikungunya virus in Colombia	http://www.pitt.edu/obc/IDE_0000001591
"Weekly Epidemiological Bulletins of the Directorate-General for Health Surveillance of Paraguay, 2006-2017"	This website with data contains data about Epidemiological bulletin from Paraguay at province level from 2006 to 2017 in Spanish. Temporal resolution is weekly. Open access.	MIDAS-ISG:WS-000354	null	Directorate-General for Health Surveillance of Paraguay	null	null	null	http://www.vigisalud.gov.py/boletin_epidemiologico	null	PDF	null	null	Paraguay	4979	PY	null	null	null	null	Chikungunya virus in Paraguay	http://www.pitt.edu/obc/IDE_0000001586
"Weekly Epidemiological Bulletins of the Federal Office of Public Health of Switzerland, 2012-2016"	"This website with data contains data about infectious disease in Switzerland from 2016 to 2017 in PDF format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2012-2016, and temporal resolution is weekly. Open access."	MIDAS-ISG:WS-000434	null	Federal Office of Public Health of Switzerland	null	null	null	https://www.bag.admin.ch/bag/de/home/service/publikationen/bag-bulletin.html	null	PDF	null	null	Switzerland	5176	CH	null	null	null	null	Influenza virus in Switzerland	http://www.pitt.edu/obc/IDE_0000002111
"Weekly Epidemiological Bulletins of the Ministry of Health of Peru, 2004-2017"	This website with data contains data about National Epidemiological Bulletin from Peru at province level from 2004 to 2017 in PDF format in Spanish. Temporal resolution is weekly. Open access.	MIDAS-ISG:WS-000356	null	"National Center for Epidemiology, Prevention and Control of Diseases, The Ministry of Health of Peru"	null	null	null	http://www.dge.gob.pe/portal/index.php?option=com_content&view=article&id=347&Itemid=249	null	PDF	null	null	Peru	5141	PE	null	null	null	null	Dengue virus in Peru	http://www.pitt.edu/obc/IDE_0000001720
Weekly Epidemiological Bulletins of the Ministry of Health of Singapore	This website with data contains Epidemiological News Bulletin from Singapore at country level with weekly temporal resolution from 2004 to 2017 in PDF format. Open access.	MIDAS-ISG:WS-000402	null	Ministry of Health of Singapore	null	null	null	https://www.moh.gov.sg/content/moh_web/home/Publications/epidemiological_news_bulletin.html	null	PDF	null	null	Singapore	5166	SG	null	null	null	null	Campylobacter in Singapore	http://www.pitt.edu/obc/IDE_0000004583
"Weekly Epidemiological Bulletins of the Ministry of Health of the Republic of Panama, 2004-2017"	This website with data contains data about epidemiological bulletin weekly from Panama at province level from 2004 to 2017 in PDF format in Spanish. Temporal resolution is weekly. Open access.	MIDAS-ISG:WS-000351	null	The Government of Panama	null	null	null	http://www.minsa.gob.pa/informacion-salud/boletines-semanales	null	PDF	null	null	Panama	5074	PA	null	null	null	null	Dengue virus in Panama	http://www.pitt.edu/obc/IDE_0000001687
"Weekly Epidemiological Bulletins of the Ministry of Health of Uganda, 2016-2017"	"This website with data contains data about cases of notifiable infectious diseases in Uganda from 2016 to 2017 year in PDF format. Spatial coverage is country, and sparial resolution is national and district. Temporal coverage is 2016-2017, and temporal resolution is weekly. Open access."	MIDAS-ISG:WS-000465	null	Ministry of Health of Uganda	null	null	null	http://library.health.go.ug/search/node/weekly%20bulletin	null	PDF	null	null	Uganda	39	UG	null	null	null	null	HIV-1 in Uganda	http://www.pitt.edu/obc/IDE_0000004186
Weekly Epidemiological Bulletins of the Republic of Andorra	"This website with data contains data about weekly incidences of reportable infectious diseases in Spain by region, week and year in PDF format. Spatial coverage is country, and spatial resolution is country, city. Temporal coverage is 2008-2017, and temporal resolution is weekly. Open access."	MIDAS-ISG:WS-000010	null	Carlos III Health Institute	null	null	null	http://www.isciii.es/ISCIII/es/contenidos/fd-servicios-cientifico-tecnicos/fd-vigilancias-alertas/fd-boletines/boletin-epidemiologico-semanal-red.shtml	null	PDF	null	null	Andorra	5109	AD	null	null	null	null	Hepatitis A virus in Andorra	http://www.pitt.edu/obc/IDE_0000004611
Weekly Epidemiological Bulletins of the Republic of Argentina	This website with data contains data about notifitious diseases from Argentina at country level with a weekly temporal resolution from 2009 to 2017 in PDF format in Spanish. Open access.	MIDAS-ISG:WS-000016	null	Ministry of Health of the Republic of Argentina	null	null	null	http://www.msal.gob.ar/index.php/home/boletin-integrado-de-vigilancia	null	PDF	null	null	Argentina	4977	AR	null	null	null	null	Influenza virus in Argentina	http://www.pitt.edu/obc/IDE_0000002023
"Weekly Epidemiological Bulletins of the Syrian Ministry of Health, 2012-2015"	"This website with data contains data about incidences of infectious diseases in Syria from 2012 to 2015 year in PDF format. Spatial coverage is country, and spatial resoution is country and governorate. Temporal coverage is 2012-2015, and temporal resolution is weekly. Open access."	MIDAS-ISG:WS-000436	null	"Early Warning Alert and Response System (EWARS), Syrian Ministry of Health"	null	null	null	http://www.moh.gov.sy/Default.aspx?tabid=351&language=en-US	null	PDF	null	null	Syrian Arab Republic	4997	SY	null	null	null	null	Influenza virus in Syrian Arab Republic	http://www.pitt.edu/obc/IDE_0000004609
"Weekly Epidemiological Reports of the Ministry of Health of Sri Lanka, 2009-2017"	This website with data contains data about selected notifiable diseases and vaccine-preventable disease & AFP from Sri Lanka at region or country level with a yearly resolution from 2009 to 2017 in PDF format in English. Open access.	MIDAS-ISG:WS-000425	null	"The Sri Lankan communicable disease surveillance system, Epidemiology Unit, Ministry of Health of Sri Lanka"	null	null	null	http://www.epid.gov.lk/web/index.php?option=com_content&view=article&id=148&Itemid=449&lang=en	null	PDF	null	null	Sri Lanka	5126	LK	null	null	null	null	Dengue virus in Sri Lanka	http://www.pitt.edu/obc/IDE_0000001650
"Weekly Epidemiological Reports of the Ministry of Health of Tanzania, 2014-2017"	"This website with data contains data about infectious diseases in Tanzania from 2014 to 2017 year in PDF format. Spatial coverage is country, and spatial resolution is country and region. Temporal coverage is 2014-2017, and temporal resolution is weekly. Open access."	MIDAS-ISG:WS-000443	null	"Ministry of health, community development, gender, elderly and children of Tanzania"	null	null	null	http://www.moh.go.tz/en/epidemiological-disease-report?start=40	null	PDF	null	null	Tanzania	5114	TZ	null	null	null	null	Plasmodium falciparum in Tanzania	http://www.pitt.edu/obc/IDE_0000000397
Weekly Epidemiological Reports on Notifiable Infectious Diseases in Bolivia	This website with data contains data about epidemiological bulletin from Bolivia at province level from 2016 to 2017 in PDF format in Spanich. Temporal resolution is weekly. Open access.	MIDAS-ISG:WS-000056	null	The Ministry of Health of Bolivia	null	null	null	https://www.minsalud.gob.bo/8-institucional/2679-partes-epidemiologico-2016-2017	null	PDF	null	null	Bolivia	4963	BO	null	null	null	null	Dengue virus in Bolivia	http://www.pitt.edu/obc/IDE_0000001727
"Weekly Influenza Reports in Germany, 2008-2017"	"This website with data contains data about weekly incidences of influenza in Germany by region and serotype from 2008 to 2017 year in PDF format. Spatial coverage is country, and spatial resolution is weekly. Temporal is 2008-2017, temporal resolution is weekly. Open access."	MIDAS-ISG:WS-000146	null	Arbeitsgemeinschaft Influenza	null	null	null	https://influenza.rki.de/Wochenberichte.aspx	null	PDF	null	null	Germany	5029	DE	null	null	null	null	Influenza virus in Germany	http://www.pitt.edu/obc/IDE_0000002026
"Weekly Influenza Reports of the Korea Centers for Disease Control and Prevention, 2004-2017"	"This website with data contains data about notifiable diseases in South Korea from 2004 to 2017 in PDF format in English. Spatial coverage is country, and spatial resolution is country, city. Temporal coverage is 2004-2017, and temporal resolution is weekly. Open access."	MIDAS-ISG:WS-000420	null	Korea Centers for Disease Control and Prevention	null	null	null	http://www.cdc.go.kr/CDC/eng/info/CdcEngInfo0101.jsp?menuIds=HOME002-MNU0576-MNU0586	null	PDF	null	null	South Korea	4951	KR	null	null	null	null	Influenza virus in Republic of Korea	http://www.pitt.edu/obc/IDE_0000002014
"Weekly Influenza Surveillance Reports of the Public Health Association of Turkey, 2015-2017"	This website with data contains data about weekly influenza cases in Turkey from 2015 to 2017 year in PDF format. Spatial resolution is country-level and temporal resolution is weekly time intervals. Open access.	MIDAS-ISG:WS-000460	null	Public Health Association of Turkey	null	null	null	http://www.thsk.gov.tr/arama.html?q=Haftal%C4%B1k+%C4%B0nfluenza+%28Grip%29+S%C3%BCrveyans+Raporu	null	PDF	null	null	Turkey	5100	TR	null	null	null	null	Influenza virus in Turkey	http://www.pitt.edu/obc/IDE_0000002093
Weekly Information on Notifiable Diseases/Deaths in Selected Cities of the U.S. Centers for Disease Control and Prevention	"This database contains data about selected notifiable diseases in the United States from 2005 to 2009 in HTML and PDF format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2005-2009, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000488	null	Centers for Disease Control and Prevention	null	null	null	https://www.cdc.gov/mmwr/preview/mmwrhtml/mm5901md.htm#tab4	null	PDF	null	null	United States	1216	US	null	null	null	null	Bacillus anthracis in the United States	http://www.pitt.edu/obc/IDE_0000001418
Weekly National Flu Reports of the Government of the United Kingdom	"This website with data contains data about weekly incidences of influenza in the United Kingdom from 2013 to 2017 in PDF format. Spatial coverage is country, and spatial resolution is region. Temporal coverage is 2013-2017, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000479	null	GOV.UK	null	null	null	https://www.gov.uk/government/statistics/weekly-national-flu-reports	null	PDF	null	null	United Kingdom	5019	GB	null	null	null	null	Influenza virus in United Kingdom of Great Britain and Northern Ireland	http://www.pitt.edu/obc/IDE_0000002153
