title	description	dataset_identifier	disease	authors	created	modified	accessed	landing_page	access_page	format	conforms_to	license	geography	apollo_location_code	iso_3166	iso_3166_1	iso_3166_1_alpha_3	apollo_enabled	on_olympus
Data on Vital Statistics of the Republic of Belarus	This website with data contains data about demographic in Belarus from 1939 to 2017 year in RTF, XLS, PDF, XML format. Spatial coverage is country and spatial resolution is country and city. Temporal coverage is 1939-2017. Temporal resolution is yearly. Open access.	MDC:WS-000046	null	National Statistical Committee of the Republic of Belarus	null	null	null	http://dataportal.belstat.gov.by/Indicators/Search	null	XML; XLS; meta; RTF; PDF	null	null	Belarus	4972	BY	null	null	null	null
Morbidity and Mortality Weekly Reports (MMWR) of the U.S. Centers for Disease Control and Prevention	This website with data contains mrtality data in the United States from 1996 to 2016 in HTML format. Spatial coverage is country, and spatial resolution is country, city. Temporal coverage is 1996-2016, and temporal resolution is weekly. Open access.	MDC:WS-000496	null	Centers for Disease Control and Prevention	null	null	null	https://wonder.cdc.gov/mmwr/mmwrmort.asp	null	HTML	null	null	United States	1216	US	null	null	null	null
Population Data and Vital Statistics in Kazakhstan, 2015-2016	This website with data contains data about all cause morbidity in Kazakhstan by age, gender and region from 2015 to 2016 year in XML, JSON, DOCX, XLSX format. Spatial coverage is country, and spatial resolution is region. Temporal coverage is 2015-2016, and temporal resolution is yearly. Open access.	MDC:WS-000199	null	Public Dataset of Health Statistics of the Republic of Kazakhstan, the Ministry of Health of Kazakhstan	null	null	null	https://data.egov.kz/datasets/view?index=turleri_onirler_men_zhyldar_b	null	XML; JSON; DOCX; XLSX	null	null	Kazakhstan	5192	KZ	null	null	null	null
Global epidemiological situation of the new corona virus CoV-MERS by Egypt	This dataset contains data about incidences of coronary virus in Egypt from 2012 to 2015 year in PDF format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2012-2015, and temporal resolution is yearly. Open access.	MDC:WS-000117	null	Ministry of Health of Egypt	null	null	null	http://www.mohp.gov.eg/UserFiles/LibraryFiles/725862.pdf	null	PDF	null	null	Egypt	4992	EG	null	null	null	null
Data on Influenza of the Government of Australia, 2009-2015	This dataset contains data about influenza in Australia at country level with a yearly temporal resolution from 2009 to 2015 in XLSX, PDF, and DOC format. Spatial coverage is country, and spatial resolution is country, state. Temporal coverage is 2009-2015, and temporal resolution is yearly. Open access.	MDC:WS-000026	null	National Notifiable Diseases Surveillance System, Deaprtment of Health, the Government of Australia	null	null	null	http://www9.health.gov.au/cda/source/pub_influ.cfm	null	XLSX; PDF; DOC	null	null	Australia	5079	AU	null	null	null	null
Data on Meningococcal Disease of the Goverment of Australia, 2009-2015	This dataset contains data about meningococcal disease in Australia at country level with a yearly temporal resolution from 2009 to 2015 in XLSX, PDF, and DOC format. Spatial coverage is country, and spatial resolution is country, state. Temporal coverage is 2009-2015, and temporal resolution is yearly. Open access.	MDC:WS-000027	null	National Notifiable Diseases Surveillance System, Deaprtment of Health, the Government of Australia	null	null	null	http://www9.health.gov.au/cda/source/pub_menin.cfm	null	XLSX; PDF; DOC	null	null	Australia	5079	AU	null	null	null	null
Data on Salmonella of the Government of Australia, 2009-2015	This dataset contains data about salmonella in Australia at country level with a yearly temporal resolution from 2009 to 2015 in XLSX, PDF, and DOC format. Spatial coverage is country, and spatial resolution is country, state. Temporal coverage is 2009-2015, and temporal resolution is yearly. Open access.	MDC:WS-000028	null	National Notifiable Diseases Surveillance System, Deaprtment of Health, the Government of Australia	null	null	null	http://www9.health.gov.au/cda/source/pub_salmo.cfm	null	XLSX; PDF; DOC	null	null	Australia	5079	AU	null	null	null	null
Vital Statistics in Denmark	This database contains data about demographic, births and deaths in Denmark from 2006 to 2016 year in PX, XLSX, XLS, DBF, SAS, CSV, TXT, TSD, ASB format. Spatial coverage is country, and spatial resolution is country, region, municipality. Temporal coverags is 2006-2016, and temporal resolution is yearly. Open access.	MDC:WS-000112	null	Statistics Denmark	null	null	null	http://www.statbank.dk/10014	null	PX; XLSX; XLS; DBF; SAS; CSV; TXT; TSD; ASB	null	null	Denmark	5196	DK	null	null	null	null
Population Data, Mortality and Environmental Data in Luxembourgh, 1904-2013	This database contains data about incidences of communicable diseases and mortality by cause from 1904 to 2013 in CSV and PDF format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 1904-2013, and temporal resolution is yearly. Open access.	MDC:WS-000216	null	The Government of Luxembourg	null	null	null	http://www.statistiques.public.lu/en/index.html	null	CSV; PDF	null	null	Luxembourgh	5155	LU	null	null	null	null
Morbidity and Mortality Statistics of the Central Bureau of Statistics of Netherlands	This database contains data about tuberculosis, meningococcal infections, viral hepatitis, AIDS, infectious and parasitic diseases in Netherlands from 1950 to 2016 year in XLS, HTML, SPSS file format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 1950-2016, and temporal resolution is yearly. Open access.	MDC:WS-000327	null	Statistics Netherlands, Central Bureau of Statistics of Netherlands	null	null	null	http://statline.cbs.nl/Statweb/publication/?DM=SLNL&PA=7052_95&D1=0-29,31-92&D2=0&D3=0&D4=a&HDR=G1,G2,G3&STB=T&VW=T	null	XLS; HTML; SPSS file	null	null	Netherlands	5197	NL	null	null	null	null
Demographics and Vital Statistics of the Statistical Office of the Slovak Republic.	This database contains data about demographic and vital statistics in the Slovak Republic from 1996 to 2013 in XLSX, CSV and XML format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 1996-2013, and temporal resolution is yearly. Open access.	MDC:WS-000406	null	Statistical Office of the Slovak Republic.	null	null	null	http://udaje.statistics.sk/statdat/index_en.html#	null	XLSX; CSV; XML	null	null	Slovakia	5033	SK	null	null	null	null
Nationwide Weekly Confirmed Cases of Dengue, Influenza, Enterovirus, and Diarrhea of the Taiwan Centers for Disease Control	This database contains data about infectious diseases in Taiwan from 1990 to 2017 in Excel, CSV, PDF, SVG, JPEG, and PNG format. Spatial coverage is country, and spatial resolution is state. temporal coverage is 1990-2017, and temporal resolution is weekly, monthly, yearly. Open access.	MDC:WS-000439	null	Centers for Disease Control, R.O.C. of Taiwan	null	null	null	https://nidss.cdc.gov.tw/en/Default.aspx	null	Excel; CSV; PDF; SVG; JPEG; and PNG	null	null	Taiwan	542914	TW	null	null	null	null
Population Data and Vital Statistics of the Office for National Statistics of the United Kingdom	This database contains data about Datasets on causes of death, child health, conditions and diseases (cancer), disability, durg use, alcohol and smoking, health care system, health and life expectancies in the United Kingdom and Wales from 2001 to 2013 in XLSX format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2001-2103, and temporal resolution is yearly. Open access.	MDC:WS-000480	null	Office for National Statistics of the United Kingdom	null	null	null	https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare	null	XLSX	null	null	United Kingdom and Wales	5019	GB	null	null	null	null
Weekly Information on Notifiable Diseases/Deaths in Selected Cities of the U.S. Centers for Disease Control and Prevention	This database contains data about selected notifiable diseases in the United States from 2005 to 2009 in HTML and PDF format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2005-2009, and temporal resolution is yearly. Open access.	MDC:WS-000488	null	Centers for Disease Control and Prevention	null	null	null	https://www.cdc.gov/mmwr/preview/mmwrhtml/mm5901md.htm#tab4	null	PDF	null	null	United States	1216	US	null	null	null	null
Data on Immediately Reported Notifiable Diseases, Confirmed Event of Public Health Concern, Quarterly Disease Surveillance Bulletin, and Flu reports in Bhutan	This website contains data about Immediately reported notifiable disease (2017, daily), FluView-ILI & SARI surveillance Report (2017, weekly), Quarterly Disease Surveillance Bulletin (2015-2017) from Bhutan at country level in PDF format. Open access.	MDC:WS-000054	null	Royal Centre for Diseases Control	null	null	null	http://www.rcdc.gov.bt/WEB/	null	PDF	null	null	Bhutan	5162	BT	null	null	null	null
Population Data of the Statistical Office of the Republic Slovenia	This database contains data about demographic, births and deaths in the Republic of Slovenia from 1995 to 2015 in PX format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 1995-2015, and temporal resolution is quarterly, yearly. Open access.	MDC:WS-000411	null	Statistical Office of the Republic Slovenia	null	null	null	http://pxweb.stat.si/pxweb/Database/Dem_soc/Dem_soc.asp	null	PX	null	null	Slovenia	5084	SI	null	null	null	null
Epidemiological Bulletin by Ministry of Health of El Salvador, 2013-2015	This website with data contains data about epidemiological bulletin from El Salvador at province level from 2012 to 2015 in PDF format in Spanish. Temporal resolution is weekly. Open access.	MDC:WS-000119	null	World Health Organization, PAHO	null	null	null	http://www.paho.org/els/index.php?option=com_content&view=article&id=483:boletin-epidemiologico-ministerio-salud&Itemid=286	null	PDF	null	null	El Salvador	5165	SV	null	null	null	null
Demographics, Mortality Data and Morbidity including Influenza cases in Wales, 2006-2015	This database contains data about cancer, demography, dental and oral health, diseases of the circulatory system, diseases of the digestive system, diseases of the respiratory system (influenza), external causes of morbidity (incidence of influenza) and mortality (mortality due to influenza), hospital admissions, maternity and child health, mortality, substance misuse in Wales 2006-2015 from 2006 to 2015 in HTML, XML, XLSX and CSV format. Spatial coverage is country, spatial resolution is Local Health Board, Local Authority, USOA. Temporal coverage is 2006-2015, and temporal resolution is yearly. Open access.	MDC:WS-000521	null	Health Maps Wales	null	null	null	https://www.healthmapswales.wales.nhs.uk/IAS/dataviews/	null	HTML; XML; XLSX; CSV	null	null	Wales	5019	GB	null	null	null	null
Demographics, Immunization Coverage, and Selected Infectious Diseases of the Zimbabwe National Statistics Agency	This database contains data about demographic, mortality and selected infectious diseases in Zimbabwe in HTML format. Spatial coverage is country, and spatial resolution is country and province. Temporal coverage varies, and temporal resolution is yearly. Open access.	MDC:WS-000527	null	Zimbabwe Statistical Database, Zimbabwe National Statistics Agency	null	null	null	http://www.zimdat.zimstat.co.zw/zimdat/libraries/aspx/home.aspx	null	HTML	null	null	Zimbabwe	5038	ZW	null	null	null	null
Health Profile for Niue by WHO	This website contains data about infectious diseases and immunization from Niue at country level with a yearly temporal resolution from 2002 to 2015 in CSV, XML, and JSON format. Open access.	MDC:WS-000341	null	World Health Organization	null	null	null	http://apps.who.int/gho/data/node.country.country-NIU?lang=en	null	CSV; XML; JSON	null	null	Niue	5055	NU	null	null	null	null
Weekly Reports on Infectious Diseases in Georgia, 2014-2015	This website with data contains data about incidences of influenza, severe acute respiratory infections and vaccination coverage in Georgia from 2015 to 2016 year in PDF format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2015-2016, and temporal resolution is yearly. Open access.	MDC:WS-000139	null	National Center for Disease Control and Prevention of the Republic of Georgia	null	null	null	http://ncdc.ge/Pages/User/Documents.aspx?ID=f2170773-a494-43d0-97fd-bfb0a06a6aa6	null	PDF	null	null	Georgia	5154	GE	null	null	null	null
Pathogen Surveillance Data in Japan, 2012-2016	This website with data contains data about pathogen surveillance system from Japan from 2012 to 2016 in PDF and CSV format in English. Spatial coverage is country, and spatial resolution is country, state. Temporal coverage is 2012-2016, and temporal resolution is yearly, weekly. Open access.	MDC:WS-000194	null	National Institute of Infectious Diseases of Japan	null	null	null	http://www.niid.go.jp/niid/en/iasr/510-surveillance/iasr/graphs/6995-iasrgv2016e.html	null	PDF; CSV	null	null	Japan	5068	JP	null	null	null	null
STDs, HIV and Tuberculosis case reports of the National Institute of Health of Mozambique	This website with data contains data about prevalence of HIV, STIs, tuberculosis in Mozambique for 2001-2009 and 2011 in PDF format. Spatial coverage is country, and spatial resolution is region, province. Temporal coverage is 2001-2009, 2011, and temporal resolution is yearly. Open access.	MDC:WS-000254	null	National Institute of Health	null	null	null	http://www.ins.gov.mz/index.php/publicacoes/2013-10-15-22-32-02	null	PDF	null	null	Mozambique	4953	MZ	null	null	null	null
